Tên món,Nguyên liệu,Công thức,Tiểu đường,Huyết áp cao,Dạ dày,Gout,Time,Calo 
Lẩu dê,"dê, xương, khoai, sen, táo tàu, hành, sả, phở, đậu hũ, cải, tần ô",https://cookpad.com/vn/cong-thuc/16408972-l%E1%BA%A9u-de?ref=search&search_term=D%C3%AA,0,0,0,1,60 phút,500
Cháo thịt dê đậu xanh,"dê, gạo, đậu xanh, hành, muối",https://cookpad.com/vn/cong-thuc/16956941-chao-th%E1%BB%8Bt-de-d%E1%BA%ADu-xanh?ref=search&search_term=D%C3%AA,1,1,0,1,90 phút,320
Đùi dê hấp,"dê, sả, dầu hào, gừng, dầu mè, mắm, tương, ngổ, húng, bạc hà, chuối, xoài, khế, dưa chuột, vừng, bánh đa nem",https://cookpad.com/vn/cong-thuc/16956933-dui-de-h%E1%BA%A5p?ref=search&search_term=D%C3%AA,0,0,0,1,60 phút,400
Dê hấp tía tô,"dê, tía tô, gừng, sả, ớt",https://cookpad.com/vn/cong-thuc/16821923-de-h%E1%BA%A5p-tia-to?ref=search&search_term=D%C3%AA,0,0,0,1,60 phút,350
Thịt dê hầm bia,"dê, tía tô, gừng, sả, bia, tiêu, mì chính, bột canh",https://cookpad.com/vn/cong-thuc/16147169-th%E1%BB%8Bt-de-h%E1%BA%A5p-bia?ref=search&search_term=D%C3%AA,0,0,0,1,60 phút,480
Dê xào lăn,"dê, hành tây. hành. sả, tỏi, hành tím, sữa, dầu ăn, sa tế, muối, hạt nêm, tiêu, mỳ chính, ngũ vị hương, bột cari, nghệ, thì là, ớt, lá nguyệt quế, bột masala",https://cookpad.com/vn/cong-thuc/15747616-de-xao-lan?ref=search&search_term=D%C3%AA,0,1,1,1,45 phút,500
Thịt dê chiên,"dê, ngũ vị hương, mì chính, hạt nêm",https://cookpad.com/vn/cong-thuc/15133371-th%E1%BB%8Bt-de-chien?ref=search&search_term=D%C3%AA,0,0,0,1,45 phút,400
Thịt dê nướng,"dê, đậu, rượu, gừng, sả, tỏi, ớt, vừng, đường, hạt nêm, mì chính, ngũ vị hương",https://cookpad.com/vn/cong-thuc/15124350-th%E1%BB%8Bt-de-n%C6%B0%E1%BB%9Bng?ref=search&search_term=D%C3%AA,0,1,1,1,50 phút,450
Cháo sọ dê,"dê, hành tăm, gạo, nước",https://cookpad.com/vn/cong-thuc/15108153-chao-s%E1%BB%8D-de?ref=search&search_term=D%C3%AA,1,0,0,1,60 phút,280
Thịt dê nướng vỉ,"dê, đậu bắp, ớt, sa tế, sốt, húng, tía tô, diếp cá",https://cookpad.com/vn/cong-thuc/13952957-th%E1%BB%8Bt-de-n%C6%B0%E1%BB%9Bng-v%E1%BB%89?ref=search&search_term=D%C3%AA,0,0,1,1,45 phút,450
Thịt ba chỉ dê luộc,"hạt nêm, đường, mỳ chính, nước, dê",https://cookpad.com/vn/cong-thuc/13510951-th%E1%BB%8Bt-ba-ch%E1%BB%89-de-lu%E1%BB%99c?ref=search&search_term=D%C3%AA,0,0,0,1,15 phút,350
Dê hầm củ cải trắng và tiêu xanh,"dê, củ cải, tiêu, hành tây, gừng, tỏi, sả, hạt nêm, muối, mắm, dầu ăn, đường, chao",https://cookpad.com/vn/cong-thuc/13381950-de-h%E1%BA%A7m-c%E1%BB%A7-c%E1%BA%A3i-tr%E1%BA%AFng-va-tieu-xanh?ref=search&search_term=D%C3%AA,0,1,0,1,150 phút,400
Gỏi thịt dê bóp tái chanh,"dê, gừng, sả, chanh, sung, lá chanh, vừng, tương, đường, đậu phộng, khế, chuối, ớt, lá mơ, ngổ, tía tô, mùi, húng, bánh đa nem",https://cookpad.com/vn/cong-thuc/13378418-g%E1%BB%8Fi-th%E1%BB%8Bt-de-bop-tai-chanh?ref=search&search_term=D%C3%AA,0,0,1,1,30 phút,350
Canh khoai mỡ nấu thịt dê,"dê, khoai, ngò",https://cookpad.com/vn/cong-thuc/13009697-canh-khoai-m%E1%BB%A1-n%E1%BA%A5u-th%E1%BB%8Bt-de?ref=search&search_term=D%C3%AA,0,0,0,1,30 phút,300
Canh bầu giò dê,"dê, bầu, nén, mắm, ruốc, muối, nghệ",https://cookpad.com/vn/cong-thuc/11022836-canh-b%E1%BA%A7u-gio-de?ref=search&search_term=D%C3%AA,0,1,0,1,30 phút,320
Dê nhúng mẻ,"dê, lá lốt, mẻ, sả, muối, đường, mỳ chính, chao, tỏi, ớt, hành, chuối",https://cookpad.com/vn/cong-thuc/8131830-de-nhung-m%E1%BA%BB?ref=search&search_term=D%C3%AA,0,1,1,1,60 phút,400
Dê né,"dê, sa tế, gia vị, đậu rồng",https://cookpad.com/vn/cong-thuc/7227324-de-ne?ref=search&search_term=D%C3%AA,0,0,1,1,35 phút,350
Sườn dê áp chảo hương mắc khén,"dê, hạt mắc khén, ngò, ngũ vị hương, ớt, hạt nêm, gừng, chanh, tỏi",https://cookpad.com/vn/cong-thuc/6239588-s%C6%B0%E1%BB%9Dn-de-ap-ch%E1%BA%A3o-h%C6%B0%C6%A1ng-m%E1%BA%AFc-khen?ref=search&search_term=D%C3%AA,0,0,1,1,50 phút,450
Xúc xích viên chiên nước mắm,"xúc xích, cá, tôm, bò viên, hành, tỏi, ngò, mắm, tỏi, ớt",https://cookpad.com/vn/cong-thuc/24149843-xuc-xich-vien-chien-n%C6%B0%E1%BB%9Bc-m%E1%BA%AFm?ref=search&search_term=x%C3%BAc+x%C3%ADch,0,0,0,1,20 phút,400
Xúc xích chiên hột gà xốt dâu tằm,"xúc xích, trứng, tỏi, hành, ngò, nước cốt, nước lọc, gia vị",https://cookpad.com/vn/cong-thuc/17186007-sp0987-xuc-xich-chien-h%E1%BB%99t-ga-x%E1%BB%91t-dau-t%E1%BA%B1m?ref=search&search_term=x%C3%BAc+x%C3%ADch,0,0,0,1,25 phút,350
Cơm chiên lạp xưởng xúc xích,"cơm, lạp xưởng, xúc xích, hành, ngò, gia vị",https://cookpad.com/vn/cong-thuc/24149903-c%C6%A1m-chien-l%E1%BA%A1p-x%C6%B0%E1%BB%9Fng-xuc-xich?ref=search&search_term=x%C3%BAc+x%C3%ADch,0,0,0,1,15 phút,500
Mì trứng trộn cá viên xúc xích,"xúc xích, cá viên, mì, cải, gia vị",https://cookpad.com/vn/cong-thuc/24150194-mi-tr%E1%BB%A9ng-tr%E1%BB%99n-ca-vien-xuc-xich?ref=search&search_term=x%C3%BAc+x%C3%ADch,0,0,0,1,10 phút,450
"Xôi trám ăn cùng bơ, xúc xích","xôi, xúc xích, bơ, mắm",https://cookpad.com/vn/cong-thuc/23894920-xoi-tram-an-cung-b%C6%A1-xuc-xich?ref=search&search_term=x%C3%BAc+x%C3%ADch,0,0,0,1,10 phút,500
Trứng hấp xúc xích,"trứng, xúc xích, dầu hào, tương, đường, nước lọc, mỳ chính, ớt",https://cookpad.com/vn/cong-thuc/24095617-tr%E1%BB%A9ng-h%E1%BA%A5p-xuc-xich?ref=search&search_term=x%C3%BAc+x%C3%ADch,0,0,0,1,30 phút,350
Bánh mì cuộn xúc xích,"bột mì, nước, trứng, đường, bột nở, bơ, muối, xúc xích, sốt, hành ",https://cookpad.com/vn/cong-thuc/17302584-banh-mi-cu%E1%BB%99n-xuc-xich?ref=search&search_term=x%C3%BAc+x%C3%ADch,1,1,0,1,210 phút,450
Xúc xích chiên trứng gà,"trứng, xúc xích, muối, tiêu, dầu ăn",https://cookpad.com/vn/cong-thuc/17186006-sp0887-xuc-xich-chien-tr%E1%BB%A9ng-ga?ref=search&search_term=x%C3%BAc+x%C3%ADch,0,1,0,1,5 phút,400
Bánh tráng nướng xúc xích,"bánh tráng, trứng, xúc xích, tép, mực, bò, tương, bơ, sa tế",https://cookpad.com/vn/cong-thuc/24049969-banh-trang-n%C6%B0%E1%BB%9Bng-tr%E1%BB%A9ng-xuc-xich?ref=search&search_term=x%C3%BAc+x%C3%ADch,0,0,1,1,10 phút,500
Bánh tráng cuộn xúc xích chiên giòn,"xúc xích, bánh tráng, mù tạt, sữa đặc, mè, dầu ăn",https://cookpad.com/vn/cong-thuc/24028340-sp0884-banh-trang-cu%E1%BB%99n-xuc-xich-chien-gion?ref=search&search_term=x%C3%BAc+x%C3%ADch,0,0,0,1,15 phút,450
Cassoulet đâu trắng coo hầm xúc xích,"đậu, thịt, cà rốt, hành, tỏi, lá thơm, muối, tiêu",https://cookpad.com/vn/cong-thuc/17081243-mon-phap-cassoulet-d%E1%BA%ADu-tr%E1%BA%AFng-coco-h%E1%BA%A7m-xuc-xich-toulouse?ref=search&search_term=x%C3%BAc+x%C3%ADch,0,1,0,1,120 phút,550
Pizza thịt băm xúc xích ngô,"đế pizza, thịt, ngô, phô mai, xúc xích, lá mùi, hành, cà chua, bơ, dầu , lá thơm, muối, hạt nêm",https://cookpad.com/vn/cong-thuc/23851630-pizza-th%E1%BB%8Bt-bam-xuc-xich-ngo-ng%E1%BB%8Dt?ref=search&search_term=x%C3%BAc+x%C3%ADch,0,1,0,1,20 phút,600
Xúc xích xào dưa cải chua,"xúc xích, dưa cải, hành, tỏi, hạt nêm, đường, tương, dầu mè",https://cookpad.com/vn/cong-thuc/17279131-xuc-xich-xao-d%C6%B0a-c%E1%BA%A3i-chua?ref=search&search_term=x%C3%BAc+x%C3%ADch,0,1,0,1,30 phút,400
Bánh rán xúc xích trứng muối,"bột , xúc xích, trứng muối, cà chua, rau củ",https://cookpad.com/vn/cong-thuc/17276423-banh-ran-xuc-xich-tr%E1%BB%A9ng-mu%E1%BB%91i?ref=search&search_term=x%C3%BAc+x%C3%ADch,0,1,0,1,15 phút,450
Canh xúc xích cà chua,"xúc xích, rau củ, cà chua, bột nêm, ớt",https://cookpad.com/vn/cong-thuc/17273171-canh-xuc-xich-ca-chua?ref=search&search_term=x%C3%BAc+x%C3%ADch,0,0,0,1,15 phút,350
Mì soba xúc xích trứng,"mì, xúc xích, trứng, mì chính, gia vị, hành",https://cookpad.com/vn/cong-thuc/17201447-mi-soba-xuc-xich-tr%E1%BB%A9ng-long-dao?ref=search&search_term=x%C3%BAc+x%C3%ADch,0,0,0,1,45 phút,400
Tokbokki xòa kim chi xúc xích,"tokbokki, kim chi, trứng, xúc xích, hành, tương cà, tương ớt",https://cookpad.com/vn/cong-thuc/16987386-tokbokki-xao-kim-chi-xuc-xich?ref=search&search_term=x%C3%BAc+x%C3%ADch,0,0,1,1,45 phút,500
Viên đậu hũ xúc xích,"đậu, xúc xích, cà rốt, hành, trứng, mùi, bột",https://cookpad.com/vn/cong-thuc/16576382-vien-d%E1%BA%ADu-hu-xuc-xich?ref=search&search_term=x%C3%BAc+x%C3%ADch,0,0,0,1,30 phút,350
Bắp cải xào xúc xích,"bắp cải, cà rốt, xúc xích, trứng, gia vị, hành, tỏi",https://cookpad.com/vn/cong-thuc/16470907-b%E1%BA%AFp-c%E1%BA%A3i-xao-sausage?ref=search&search_term=x%C3%BAc+x%C3%ADch,0,0,0,1,25 phút,300
Salad cải thảo xúc xích,"xúc xích, cải thảo, ớt, hành, ngò, nước cốt chanh, tương ớt, nước lọc, tương, dầu ",https://cookpad.com/vn/cong-thuc/16407960-salad-c%E1%BA%A3i-th%E1%BA%A3o-xuc-xich-t%C6%B0%C6%A1i-n%C6%B0%E1%BB%9Bng?ref=search&search_term=x%C3%BAc+x%C3%ADch,0,0,1,1,30 phút,250
Cơm chiên lạp xưởng xúc xích,"cơm, lạp xưởng, xúc xích, hành, ngò, gia vị",https://cookpad.com/vn/cong-thuc/24149903-c%C6%A1m-chien-l%E1%BA%A1p-x%C6%B0%E1%BB%9Fng-xuc-xich?ref=search&search_term=l%E1%BA%A1p+x%C6%B0%E1%BB%9Fng,0,0,0,1,15 phút,500
Lạp xưởng rim cà chua,"lạp xưởng, cà chua, hành, sốt, mắm, dầu ăn, tỏi",https://cookpad.com/vn/cong-thuc/17312863-sp0843-l%E1%BA%A1p-x%C6%B0%E1%BB%9Fng-rim-ca-chua?ref=search&search_term=l%E1%BA%A1p+x%C6%B0%E1%BB%9Fng,0,0,0,1,45 phút,400
Lạp xưởng rim trứng cút,"lạp xưởng, mắm, đường, trứng, tỏi, tương ớt, mỳ chính, hành, tiêu",https://cookpad.com/vn/cong-thuc/17224871-l%E1%BA%A1p-x%C6%B0%E1%BB%9Fng-rim-tr%E1%BB%A9ng-cut?ref=search&search_term=l%E1%BA%A1p+x%C6%B0%E1%BB%9Fng,0,0,1,1,45 phút,450
Lạp xưởng rim nước dừa,"lạp xưởng, dừa",https://cookpad.com/vn/cong-thuc/16745798-l%E1%BA%A1p-x%C6%B0%E1%BB%9Fng-rim-n%C6%B0%E1%BB%9Bc-d%E1%BB%ABa?ref=search&search_term=l%E1%BA%A1p+x%C6%B0%E1%BB%9Fng,0,0,0,1,30 phút,350
Trứng cuộn lạp xưởng,"lạp xưởng, trứng, hành, gia vị",https://cookpad.com/vn/cong-thuc/16741314-tr%E1%BB%A9ng-cu%E1%BB%99n-l%E1%BA%A1p-x%C6%B0%E1%BB%9Fng?ref=search&search_term=l%E1%BA%A1p+x%C6%B0%E1%BB%9Fng,0,0,0,1,20 phút,400
Lạp xưởng hấp,"lạp xưởng, nước",https://cookpad.com/vn/cong-thuc/16741335-l%E1%BA%A1p-x%C6%B0%E1%BB%9Fng-tay-b%E1%BA%AFc-h%E1%BA%A5p?ref=search&search_term=l%E1%BA%A1p+x%C6%B0%E1%BB%9Fng,0,0,0,1,15 phút,300
Xôi lạp xưởng gà xé,"gà, lá chanh, tương, đường, tương ớt, màu điều, sốt, trứng, hành, lạp xưởng, cả lụa, pate, củ cải, cà rốt, dưa chuột, gạo",https://cookpad.com/vn/cong-thuc/16646760-xoi-l%E1%BA%A1p-x%C6%B0%E1%BB%9Fng-ga-xe?ref=search&search_term=l%E1%BA%A1p+x%C6%B0%E1%BB%9Fng,1,0,1,1,45 phút,600
Lạp xưởng xòa hành boa-rô,"lạp xưởng, hành, tương, mè, tỏi, gia vị",https://cookpad.com/vn/cong-thuc/16048374-l%E1%BA%A1p-x%C6%B0%E1%BB%9Fng-xao-hanh-boa-ro?ref=search&search_term=l%E1%BA%A1p+x%C6%B0%E1%BB%9Fng,0,0,0,1,20 phút,350
Lạp xưởng xòa dưa cải muối chua,"lạp xưởng, dưa cải, tỏi, hành, ớt, đường, mắm, tiêu",https://cookpad.com/vn/cong-thuc/15891424-l%E1%BA%A1p-x%C6%B0%E1%BB%9Fng-xao-d%C6%B0a-c%E1%BA%A3i-mu%E1%BB%91i-chua?ref=search&search_term=l%E1%BA%A1p+x%C6%B0%E1%BB%9Fng,0,1,1,1,10 phút,400
Miến xòa trứng lạp xưởng,"miến, lạp xưởng, trứng",https://cookpad.com/vn/cong-thuc/15455355-mi%E1%BA%BFn-xao-tr%E1%BB%A9ng-va-l%E1%BA%A1p-x%C6%B0%E1%BB%9Fng?ref=search&search_term=l%E1%BA%A1p+x%C6%B0%E1%BB%9Fng,0,0,0,1,45 phút,450
Đậu đữa sốt bí ngô lạp xưởng,"lạp xưởng, bí đỏ, đậu",https://cookpad.com/vn/cong-thuc/15449170-d%E1%BA%ADu-dua-s%E1%BB%91t-bi-ngo-l%E1%BA%A1p-x%C6%B0%E1%BB%9Fng?ref=search&search_term=l%E1%BA%A1p+x%C6%B0%E1%BB%9Fng,0,0,0,1,60 phút,400
Lạp xưởng xào củ hành,"lạp xưởng, hành, ớt, gừng",https://cookpad.com/vn/cong-thuc/15281191-l%E1%BA%A1p-x%C6%B0%E1%BB%9Fng-xao-c%E1%BB%A7-hanh?ref=search&search_term=l%E1%BA%A1p+x%C6%B0%E1%BB%9Fng,0,0,1,1,15 phút,350
Lạp xưởng xào kim chi khoai tây,"lạp xưởng, khoai, kim chi, gia vị",https://cookpad.com/vn/cong-thuc/15263174-l%E1%BA%A1p-x%C6%B0%E1%BB%9Fng-xao-kim-chi-khoai-tay?ref=search&search_term=l%E1%BA%A1p+x%C6%B0%E1%BB%9Fng,0,0,1,1,15 phút,450
Lạp xưởng nướng,lạp xưởng,https://cookpad.com/vn/cong-thuc/15116370-l%E1%BA%A1p-x%C6%B0%E1%BB%9Fng-t%C6%B0%C6%A1i-n%C6%B0%E1%BB%9Bng?ref=search&search_term=l%E1%BA%A1p+x%C6%B0%E1%BB%9Fng,0,0,0,1,10 phút,300
Lạp xưởng kho,"lạp xưởng, nước, đường, hạt nêm, mỳ chính, tỏi",https://cookpad.com/vn/cong-thuc/15112263-l%E1%BA%A1p-x%C6%B0%E1%BB%9Fng-t%C6%B0%C6%A1i-kho-b%E1%BA%A1n-da-an-th%E1%BB%AD-ch%C6%B0a-h%C6%A1i-b%E1%BB%8B-hao-c%C6%A1m-do-nha?ref=search&search_term=l%E1%BA%A1p+x%C6%B0%E1%BB%9Fng,0,0,0,1,15 phút,500
Giá xào lạp xưởng,"lạp xưởng, giá, đường, hạt nêm, tỏi, hành",https://cookpad.com/vn/cong-thuc/14500810-gia-xao-l%E1%BA%A1p-x%C6%B0%E1%BB%9Fng-ha-giang?ref=search&search_term=l%E1%BA%A1p+x%C6%B0%E1%BB%9Fng,0,0,0,1,30 phút,400
Kho quẹt lạp xưởng,"lạp xưởng, tôm, hành, tỏi, ớt, mắm, đường, tiêu",https://cookpad.com/vn/cong-thuc/12877397-kho-qu%E1%BA%B9t-l%E1%BA%A1p-x%C6%B0%E1%BB%9Fng?ref=search&search_term=l%E1%BA%A1p+x%C6%B0%E1%BB%9Fng,0,0,1,1,45 phút,450
Lạp xưởng chiên mắm,"lạp xưởng, đường, mắm, mỳ chính, hành, tỏi, sa tế, ớt",https://cookpad.com/vn/cong-thuc/12764518-l%E1%BA%A1p-x%C6%B0%E1%BB%9Fng-chien-m%E1%BA%AFm?ref=search&search_term=l%E1%BA%A1p+x%C6%B0%E1%BB%9Fng,0,0,1,1,15 phút,500
Phở xíu lạp xưởng,"phở, thịt, lạp xưởng, hành, ngò, xương, mắm, muối, mì hcinhs, hạt nêm, tiêu, đường",https://cookpad.com/vn/cong-thuc/12175373-ph%E1%BB%9F-xiu-l%E1%BA%A1p-s%C6%B0%E1%BB%9Dn?ref=search&search_term=l%E1%BA%A1p+x%C6%B0%E1%BB%9Fng,0,1,0,1,45 phút,550
Bò bía lạp xưởng tươi,"bánh tráng, rau thơm, xà lách, lạp xưởng, củ đậu, dầu , tương",https://cookpad.com/vn/cong-thuc/12119403-bo-bia-l%E1%BA%A1p-x%C6%B0%E1%BB%9Fng-t%C6%B0%C6%A1i?ref=search&search_term=l%E1%BA%A1p+x%C6%B0%E1%BB%9Fng,0,0,0,1,30 phút,350
Ghẹ hấp bia,"ghẹ, bia, sả",https://cookpad.com/vn/cong-thuc/24073542-gh%E1%BA%B9-h%E1%BA%A5p-bia?ref=search&search_term=Gh%E1%BA%B9,0,0,0,1,5,250
Miến xào càng ghẹ,"miến, ghẹ, cà rốt, hành, ngò, mắm, hạt nêm, tiêu, dầu ăn",https://cookpad.com/vn/cong-thuc/24156557-mi%E1%BA%BFn-xao-cang-gh%E1%BA%B9?ref=search&search_term=Gh%E1%BA%B9,0,0,0,1,30,400
Càng ghẹ sốt trứng muối,"ghẹ, trứng muối, bắp luộc, tỏi, gia vị, bánh mì",https://cookpad.com/vn/cong-thuc/24062248-cang-gh%E1%BA%B9-s%E1%BB%91t-tr%E1%BB%A9ng-mu%E1%BB%91i?ref=search&search_term=Gh%E1%BA%B9,1,1,0,1,30,500
Ghẹ sữa chiên giòn,"ghẹ, bột chiên giòn, tương, me, đường, nước, mắm, tương ớt, tương xí muội",https://cookpad.com/vn/cong-thuc/22594811-gh%E1%BA%B9-s%E1%BB%AFa-chien-gion?ref=search&search_term=Gh%E1%BA%B9,0,1,1,1,30,600
Súp ghẹ tôm tóc tiên,"ghẹ, tôm, bắp, cà rốt, đậu, tóc tiên, ngò, bột năng, trứng, xương, dầu mè, hạt nêm, muối, tiêu, mỳ chính",https://cookpad.com/vn/cong-thuc/17176368-sup-gh%E1%BA%B9-tom-toc-tien?ref=search&search_term=Gh%E1%BA%B9,0,1,0,1,90,350
Càng ghẹ xào me,"ghẹ, bơ, tỏi, me, đường, mắm, tương ớt",https://cookpad.com/vn/cong-thuc/17207178-cang-gh%E1%BA%B9-xao-me?ref=search&search_term=Gh%E1%BA%B9,0,0,0,1,30,45
Ghẹ om lá lốt,"ghẹ, cà chua, ớt, hành, lá lốt, nước, dầu ăn, bột canh, mì chính, đường",https://cookpad.com/vn/cong-thuc/16959957-gh%E1%BA%B9-om-la-l%E1%BB%91t?ref=search&search_term=Gh%E1%BA%B9,0,0,1,1,20,400
Canh rau muống nấu ghẹ,"rau muống, ghẹ, tỏi, mắm, mì chính, hạt nêm",https://cookpad.com/vn/cong-thuc/16592910-canh-rau-mu%E1%BB%91ng-n%E1%BA%A5u-gh%E1%BA%B9?ref=search&search_term=Gh%E1%BA%B9,0,0,0,1,15,250
Cơm chiên ghẹ,"cơm, ghẹ, trứng, khoia, cà rốt, đậu, tiêu, mắm, dầu hào, tỏi, dầu ăn, muối, hành, ngò",https://cookpad.com/vn/cong-thuc/16227049-c%C6%A1m-chien-gh%E1%BA%B9?ref=search&search_term=Gh%E1%BA%B9,0,1,0,1,20,500
Bánh canh ghẹ chả cá,"xương, nước, bột gạo, bột năng, ghẹ, chả cá, nấm, tôm, cà rốt, củ cải, hành, rau răm, chanh, ớt, dầu màu điều",https://cookpad.com/vn/cong-thuc/16011366-banh-canh-gh%E1%BA%B9-ch%E1%BA%A3-ca?ref=search&search_term=Gh%E1%BA%B9,0,0,1,1,90,550
Ghẹ hấp,"ghẹ, muối tiêu, ớt, chanh, sả, nước lọc",https://cookpad.com/vn/cong-thuc/15804786-gh%E1%BA%B9-h%E1%BA%A5p?ref=search&search_term=Gh%E1%BA%B9,0,1,1,1,5,200
Lẩu ghẹ nấu bầu,"ghẹ, nắm rơm, bầu non, cà rốt, hành, ngò, đđường mỳ chính, mắm, hạt nêm, muối, tiêu",https://cookpad.com/vn/cong-thuc/14818771-l%E1%BA%A9u-gh%E1%BA%B9-n%E1%BA%A5u-b%E1%BA%A7u?ref=search&search_term=Gh%E1%BA%B9,0,1,0,1,60,600
Ghẹ ram me,"ghẹ, me, đường, tương ớt, hạt nêm, mắm, tỏi",https://cookpad.com/vn/cong-thuc/14804279-gh%E1%BA%B9-ram-me?ref=search&search_term=Gh%E1%BA%B9,0,0,1,1,30,500
Ghẹ sốt kem bơ tỏi,"ghẹ, bơ, tỏi, rau ngổ, bột mì, dầu, hạt nêm, sữa",https://cookpad.com/vn/cong-thuc/14172785-gh%E1%BA%B9-s%E1%BB%91t-kem-b%C6%A1-t%E1%BB%8Fi-cho-be?ref=search&search_term=Gh%E1%BA%B9,0,0,0,1,20,550
Ghẹ sốt hoàng kim,"ghẹ, trứng, sữa, tỏi, bơ, hạt nêm",https://cookpad.com/vn/cong-thuc/14043474-gh%E1%BA%B9-s%E1%BB%91t-hoang-kim-cho-be?ref=search&search_term=Gh%E1%BA%B9,0,0,0,1,20,600
Spaghetti tôm ghẹ,"nước, mì, tôm, dầu , bơ, tỏi, hành, cà chua, kem béo, phô mai, muối, đường",https://cookpad.com/vn/cong-thuc/13980526-spaghetti-tom-gh%E1%BA%B9-ki%E1%BB%83u-pizza-4p?ref=search&search_term=Gh%E1%BA%B9,1,1,0,1,60,700
Súp càng ghẹ,"cà rốt, thịt, ghẹ, bắp, đậu, nấm đông cô, nấm mèo, trứng, nước, bột năng, tương, bột canh, đường, dầu mè, tiêu, hành, ngò",https://cookpad.com/vn/cong-thuc/13424077-sup-cang-gh%E1%BA%B9?ref=search&search_term=Gh%E1%BA%B9,0,0,0,1,60,400
Chả ghẹ,"ghẹ, cà rốt, cải, trứng, gia vị, dầu ăn",https://cookpad.com/vn/cong-thuc/13273536-ch%E1%BA%A3-gh%E1%BA%B9-ca-r%E1%BB%91t-bong-c%E1%BA%A3i-xanh-cho-be-12m?ref=search&search_term=Gh%E1%BA%B9,0,0,0,1,90,450
Bánh khoai tây ghẹ,"khoai, ghẹ, bí, cà rốt, trứng, bột mì",https://cookpad.com/vn/cong-thuc/12824220-banh-khoai-tay-gh%E1%BA%B9-cho-be?ref=search&search_term=Gh%E1%BA%B9,0,0,0,1,45,500
Ghẹ xào nui,"ghẹ, nui, ớt, hành, bắp, tỏi, cà chua",https://cookpad.com/vn/cong-thuc/12286103-th%E1%BB%8Bt-gh%E1%BA%B9-xao-nui-cho-be-an-d%E1%BA%B7m?ref=search&search_term=Gh%E1%BA%B9,0,0,1,1,45,450
Mực mắm nhĩ,"đường, mắm, nước, chanh, ớt, tỏi, tắc, cà pháo, mực",https://cookpad.com/vn/cong-thuc/24087932-m%E1%BB%B1c-m%E1%BA%AFm-nhi?ref=search&search_term=m%E1%BB%B1c,0,0,1,1,20,300
Mực hấp sốt thái,"mực, tỏi, ớt, ngò, đường, mắm, chanh",https://cookpad.com/vn/cong-thuc/24125703-m%E1%BB%B1c-h%E1%BA%A5p-s%E1%BB%91t-thai?ref=search&search_term=m%E1%BB%B1c,0,0,1,1,20,250
Canh chua mực,"mực, tôm, giá, cà chua, bạc hà, bắp, me, ngò, om, đường, mắm, hạt nêm, tỏi, ớt",https://cookpad.com/vn/cong-thuc/24072973-canh-chua-tom-d%E1%BA%A7u-m%E1%BB%B1c?ref=search&search_term=m%E1%BB%B1c,0,0,0,1,30,350
Mực ống xào chua ngọt,"mực, dưa chuột, cà chua, hành, cần, dầu ăn, dầu mè, tỏi, hạt nêm, mỳ chính, tiêu, giấm, đường, bột bắp",https://cookpad.com/vn/cong-thuc/23975683-m%E1%BB%B1c-%E1%BB%91ng-xao-chua-ng%E1%BB%8Dt?ref=search&search_term=m%E1%BB%B1c,0,0,1,1,25,400
Gỏi mực hoa chuối,"mực, hoa chuối, bắp cải, cà rốt, rau răm, mắm",https://cookpad.com/vn/cong-thuc/23948189-g%E1%BB%8Fi-m%E1%BB%B1c-hoa-chu%E1%BB%91i?ref=search&search_term=m%E1%BB%B1c,0,0,0,1,30,200
Bún thái mưc cá viên,"mực, cá viên, bún, hành, ngò, gia vị",https://cookpad.com/vn/cong-thuc/23926440-bun-thai-m%E1%BB%B1c-ca-vien?ref=search&search_term=m%E1%BB%B1c,0,0,0,1,15,500
Cháo mực tươi,"mực, gạo, hành, tiêu, mắm",https://cookpad.com/vn/cong-thuc/17312467-chao-m%E1%BB%B1c-t%C6%B0%C6%A1i?ref=search&search_term=m%E1%BB%B1c,1,0,0,1,30,250
Mực nhồi thịt sốt dầu hào,"mực, thịt, cải, cà rốt, hành, tỏi, dầu hào, tương, đường",https://cookpad.com/vn/cong-thuc/23949078-m%E1%BB%B1c-nh%E1%BB%93i-th%E1%BB%8Bt-s%E1%BB%91t-d%E1%BA%A7u-hao?ref=search&search_term=m%E1%BB%B1c,0,0,0,1,60,450
Mực nấu canh chua lá lốt,"mực, cà chua, me, lá lốt, hành, tỏi, gia vị",https://cookpad.com/vn/cong-thuc/23884011-m%E1%BB%B1c-n%E1%BA%A5u-canh-chua-la-l%E1%BB%91t?ref=search&search_term=m%E1%BB%B1c,0,0,1,1,30,350
Bánh xèo tôm mực,"gạo, đậu xanh, cơm, bò, mực, tôm, giá, hành, hẹ, rau sống, mắm",https://cookpad.com/vn/cong-thuc/23939204-banh-xeo-tom-m%E1%BB%B1c?ref=search&search_term=m%E1%BB%B1c,1,0,0,1,90,550
Mực chiên giòn,"mực, bột chiên giòn, nước, dầu ăn, tương ớt, tương cà, sốt",https://cookpad.com/vn/cong-thuc/15289129-m%E1%BB%B1c-chien-gion?ref=search&search_term=m%E1%BB%B1c,0,0,1,1,30,600
