Tên món,Nguyên liệu,Công thức,Tiểu đường,Huyết áp cao,Dạ dày,Gout,Time,Calo 
Su su xào hành lá,"su su, hành",https://cookpad.com/vn/cong-thuc/22572817-su-su-xao-hanh-la?ref=search&search_term=su+su,0,1,1,0,10 phút,40
Su su xào tỏi,"su su, tỏi, cà rốt ",https://cookpad.com/vn/cong-thuc/16149963-su-su-xao-t%E1%BB%8Fi?ref=search&search_term=su+su,0,1,1,0,15 phút,50
su su xào dầu hào,"su su, dầu hào",https://cookpad.com/vn/cong-thuc/16098612-su-su-xao-d%E1%BA%A7u-hao?ref=search&search_term=su+su,0,1,1,0,10 phút,60
su su xào tôm cà rốt,"su su, tôm, cà rốt, hành, gia vị",https://cookpad.com/vn/cong-thuc/13876686-tom-xao-su-su-ca-r%E1%BB%91t?ref=search&search_term=su+su,0,1,1,1,20 phút,70
Su su xào trứng,"su su, trứng, hành, tỏi",https://cookpad.com/vn/cong-thuc/12129038-su-su-xao-tr%E1%BB%A9ng?ref=search&search_term=su+su,0,1,1,0,25 phút,90
Susu luộc,"su su, gia vị",https://cookpad.com/vn/tim-kiem/su%20su,0,0,0,0,10 phút,30
Cơm Gạo Tẻ Nương Tím,gạo tẻ,https://cookpad.com/vn/cong-thuc/16133960-c%C6%A1m-g%E1%BA%A1o-t%E1%BA%BB-n%C6%B0%C6%A1ng-tim?ref=search&search_term=g%E1%BA%A1o+t%E1%BA%BB,1,1,1,1,45 phút,130
tokboki bằng gạo tẻ,"gạo tẻ, dầu mè, muối tinh ",https://cookpad.com/vn/cong-thuc/10376593-lam-banh-g%E1%BA%A1o-tokboki-b%E1%BA%B1ng-g%E1%BA%A1o-t%E1%BA%BB?ref=search&search_term=g%E1%BA%A1o+t%E1%BA%BB,1,1,1,1,45 phút,300
Bánh Gạo nếp chiên,"gạo nếp, muối tinh",https://cookpad.com/vn/cong-thuc/15330934-banh-g%E1%BA%A1o-n%E1%BA%BFp-chien?ref=search&search_term=g%E1%BA%A1o+n%E1%BA%BFp,1,1,1,1,1 tiếng,350
Sữa gạo nếp,gạo nếp,https://cookpad.com/vn/cong-thuc/12017739-s%E1%BB%AFa-g%E1%BA%A1o-n%E1%BA%BFp?ref=search&search_term=g%E1%BA%A1o+n%E1%BA%BFp,0,1,1,1,10 phút,100
Miến xào Hàn Quốc sợi to,"miến , bò, củ cải, cà rốt, tỏi, tiêu, xì dầu, mắm muối, tương ớt, hành tây, hành lá, dầu ",https://cookpad.com/vn/cong-thuc/24181445-mi%E1%BA%BFn-xao-han-qu%E1%BB%91c-s%E1%BB%A3i-to?ref=search&search_term=mi%E1%BA%BFn,1,1,1,1,30 phút,400
Miến xào càng ghẹ,"miến, ghẹ, cà rốt, hành tím, hành lá, ngò, mắm muối, hạt nêm, tiêu, dầu ăn",https://cookpad.com/vn/cong-thuc/24156557-mi%E1%BA%BFn-xao-cang-gh%E1%BA%B9?ref=search&search_term=mi%E1%BA%BFn,1,1,0,0,30 phút,350
Miến nấu cua tuyết,"miến, cua, củ cải, cà rốt, nấm rơm, xương gà, gừng, muối, hạt nêm, mỳ chính, bột nêm, đường phèn, mắm muối, hành phi, hành lá, tiêu",https://cookpad.com/vn/cong-thuc/23975696-mi%E1%BA%BFn-n%E1%BA%A5u-cua-tuy%E1%BA%BFt?ref=search&search_term=mi%E1%BA%BFn,1,1,0,1,50 phút,320
Tôm hấp miến,"tôm, miến, nước tương, dầu hào, tương ớt, đường, nước, ớt, tỏi, hành lá",https://cookpad.com/vn/cong-thuc/24154065-tom-h%E1%BA%A5p-mi%E1%BA%BFn?ref=search&search_term=mi%E1%BA%BFn,0,0,1,1,30 phút,280
Gỏi miến hải sản,"miến, cà rốt, hành tây, tôm, mực, rau cần, mắm, muối, đường, chanh, tỏi, ớt",https://cookpad.com/vn/cong-thuc/24052159-g%E1%BB%8Fi-mi%E1%BA%BFn-h%E1%BA%A3i-s%E1%BA%A3n?ref=search&search_term=mi%E1%BA%BFn,1,1,1,1,60 phút,300
Miến trộn chay,"miến, dưa leo, nấm mộc nhĩ, nấm rơm, cà rốt, nấm đùi gà, đậu, đậu cô ve, dầu mè, mè rang, xì dầu, giấm, đường",https://cookpad.com/vn/cong-thuc/24001300-mi%E1%BA%BFn-tr%E1%BB%99n-chay?ref=search&search_term=mi%E1%BA%BFn,1,0,1,1,20 phút,250
Miến dong xào cua,"cua, miến, trứng gà, cà rốt, hành tây, nấm tai mèo, hành tím, tỏi, hành lá, tiêu xay, hạt nêm, mắm muối, dầu hào, dầu ăn",https://cookpad.com/vn/cong-thuc/23895963-mi%E1%BA%BFn-dong-xao-cua?ref=search&search_term=mi%E1%BA%BFn,1,1,0,1,30 phút,370
Miến măng chay,"miến, đậu, đậu, rau, nấm đông cô, cà rốt, củ cải trắng, gia vị, nước tương",https://cookpad.com/vn/cong-thuc/17213926-mi%E1%BA%BFn-mang-chay?ref=search&search_term=mi%E1%BA%BFn,1,0,0,1,60 phút,230
Miến cà chua thịt bằm,"cà chua, thịt lợn, miến,mắm, hạt nêm,tiêu, ớt, dầu ăn, hành lá",https://cookpad.com/vn/cong-thuc/22562426-mi%E1%BA%BFn-ca-chua-th%E1%BB%8Bt-b%E1%BA%B1m?ref=search&search_term=mi%E1%BA%BFn,1,0,1,1,25 phút,290
Miến trộn sốt thái,"miến, tôm, cà chua, bò , thịt xay, tỏi, hành tím, đường thốt nốt, mắm, nước cốt chanh, sốt tomyum",https://cookpad.com/vn/cong-thuc/17310193-mi%E1%BA%BFn-tr%E1%BB%99n-s%E1%BB%91t-thai?ref=search&search_term=mi%E1%BA%BFn,1,0,1,1,30 phút,310
Miến gà,"miến, gà, rau cải, rau cải ngọt, quế, hồi, gừng, hành, rễ mùi, gia vị",https://cookpad.com/vn/cong-thuc/17209034-mi%E1%BA%BFn-ga?ref=search&search_term=mi%E1%BA%BFn,1,0,0,0,60 phút,330
Miến giò lợn,"miến, giò lợn, hành ngò, hành phi, gia vị",https://cookpad.com/vn/cong-thuc/17030882-mi%E1%BA%BFn-gio-lợn?ref=search&search_term=mi%E1%BA%BFn,1,0,0,1,30 phút,340
"Miến xào lươn, cà rốt","miến, lươn, cà rốt, hành, rau răm, nấm hương, tai mộc nhĩ, củ hành, tỏi, gừng, tiêu, ớt, bột nghệ, gia vị, hành phi",https://cookpad.com/vn/cong-thuc/17294525-mi%E1%BA%BFn-xao-l%C6%B0%C6%A1n-ca-r%E1%BB%91t?ref=search&search_term=mi%E1%BA%BFn,1,0,1,0,45 phút,360
Miến trộn gà xé,"miến, ức gà, cải muỗng, nấm kim châm, cà rốt, suốt tương cay",https://cookpad.com/vn/cong-thuc/17292594-sp0817-mi%E1%BA%BFn-tr%E1%BB%99n-ga-xe?ref=search&search_term=mi%E1%BA%BFn,1,0,0,0,45 phút,310
Miến trộn thập cẩm,"miến, thịt, nước thịt ",https://cookpad.com/vn/cong-thuc/17274634-mi%E1%BA%BFn-tr%E1%BB%99n-th%E1%BA%ADp-c%E1%BA%A9m?ref=search&search_term=mi%E1%BA%BFn,1,0,0,0,30 phút,320
Miến măng gà,"miến, gà, măng khô, hành củ, hành lá, ngò gai, ớt, muối, hạt nêm, dầu ăn, mắm, tiêu",https://cookpad.com/vn/cong-thuc/11468195-mi%E1%BA%BFn-mang-ga?ref=search&search_term=mi%E1%BA%BFn+m%C4%83ng+g%C3%A0,1,1,1,0,60 phút,340
Miến xào lòng gà,"miến, lòng gà, mộc nhĩ, nấm hương, rau cải, cà rốt, trứng, giò, hành khô, hành tươi, rau răm, xì dầu, dầu mè",https://cookpad.com/vn/cong-thuc/15699574-mi%E1%BA%BFn-xao-long-ga?ref=search&search_term=mi%E1%BA%BFn+x%C3%A0o+l%C3%B2ng+g%C3%A0,1,0,0,1,20 phút,350
Miến ngan trộn,"miến, ngan, hành khô, tỏi, hành lá, mùi tàu, rau thơm, rau húng, đậu phộng,xì dầu, tiêu, đường, mì chính, gừng",https://cookpad.com/vn/cong-thuc/11985074-mi%E1%BA%BFn-ngan-tr%E1%BB%99n?ref=search&search_term=mi%E1%BA%BFn+ngan+tr%E1%BB%99n,1,0,0,1,20 phút,300
Miến cua đồng,"miến, cua, rau muống, cà chua, thịt xay, đậu, hành khô, hành lá, ngò gai, lá lốt, gia vị, tiêu, dầu ăn",https://cookpad.com/vn/cong-thuc/702823-mi%E1%BA%BFn-cua-d%E1%BB%93ng?ref=search&search_term=mi%E1%BA%BFn+cua+%C4%91%E1%BB%93ng,1,0,0,0,40 phút,360
Miến măng vịt,"miến, vịt, măng , hành phi, hành tím, hành tây, hành lá, gia vị ",https://cookpad.com/vn/cong-thuc/16237375-mi%E1%BA%BFn-mang-v%E1%BB%8Bt?ref=search&search_term=mi%E1%BA%BFn+m%C4%83ng+v%E1%BB%8Bt,1,0,0,0,50 phút,330
Miến ngan nước,"miến, lòng gà, ngan, hành lá,, nước luộc thịt ngan, hành tím, dầu ăn, mộc nhĩ, mì chính",https://cookpad.com/vn/cong-thuc/11840301-canh-mi%E1%BA%BFn-n%E1%BA%A5u-long-ga?ref=search&search_term=mi%E1%BA%BFn+ngan+n%C6%B0%E1%BB%9Bc,1,0,0,1,50 phút,340
Miến cuộn rong biển chiên,"miến, rong biển, bột chiên giòn",https://cookpad.com/vn/cong-thuc/15188753-mi%E1%BA%BFn-cu%E1%BB%99n-rong-bi%E1%BB%83n-chien-gion?ref=search&search_term=mi%E1%BA%BFn+cu%E1%BB%99n+rong+bi%E1%BB%83n+chi%C3%AAn,1,0,0,0,40 phút,300
Miến xào thịt băm,"miến, lợn, cà rốt, bắp cải, gia vị, nước tương",https://cookpad.com/vn/cong-thuc/11737368-mi%E1%BA%BFn-xao-th%E1%BB%8Bt-bam?ref=search&search_term=Mi%E1%BA%BFn+x%C3%A0o+th%E1%BB%8Bt+lợn+b%E1%BA%B1m,1,0,0,1,15 phút,320
Miến xào Curry,"miến, tôm, gà, bột cà ri, cà rốt, ớt chuông, hành, sữa dừa, nước dùng, nước trắng, mè rang",https://cookpad.com/vn/cong-thuc/11324167-mi%E1%BA%BFn-xao-curry-cleaneating-healthyfood?ref=search&search_term=Mi%E1%BA%BFn+x%C3%A0o+c%C3%A0+ri,1,0,0,0,20 phút,360
Miến xào cay Hàn Quốc,"miến, lá hẹ, đông cô, hành tây, ớt chuông, gia vị, ớt, dầu hào , nước tương, muối, tỏi, nước trắng, đường cát, nước khử mùi, tiêu, dầu vừng, vừng",https://cookpad.com/vn/cong-thuc/954606-mi%E1%BA%BFn-xao-cay-%EB%B9%84%EB%B9%94%EB%8B%B9%EB%A9%B4?ref=search&search_term=Mi%E1%BA%BFn+cay,1,1,1,0,20 phút,350
Miến nghêu kiểu người Hoa,"miến, nghêu, nấm kim châm, hành lá, ớt, tỏi, dầu ăn, tương đen, dầu hào, hạt nêm",https://cookpad.com/vn/cong-thuc/15316147-mi%E1%BA%BFn-ngheu-ki%E1%BB%83u-ng%C6%B0%E1%BB%9Di-hoa?ref=search&search_term=mi%E1%BA%BFn+trung+qu%E1%BB%91c,1,0,1,0,15 phút,320
Miến thịt lợn bằm với rau Thượng Hải,"miến, lợn, bông cải, hành tây, muối, đường, mỳ chính, dầu , dầu mè, tiêu, nước mắm",https://cookpad.com/vn/cong-thuc/14870772-mi%E1%BA%BFn-th%E1%BB%8Bt-lợn-b%E1%BA%B1m-v%E1%BB%9Bi-rau-th%C6%B0%E1%BB%A3ng-h%E1%BA%A3i?ref=search&search_term=mi%E1%BA%BFn+trung+qu%E1%BB%91c,1,1,0,1,30 phút,330
"Miến khoai lang trộn bí đao, cá hồi","miến, bí đao, cá hồi, hành lá, dầu hạt cải, nước tương, tương ớt, ngũ vị hương",https://cookpad.com/vn/cong-thuc/12845273-mi%E1%BA%BFn-khoai-lang-tr%E1%BB%99n-bi-dao-ca-h%E1%BB%93i-ngu-v%E1%BB%8B-ap-ch%E1%BA%A3o?ref=search&search_term=mi%E1%BA%BFn+khoai+lang,1,0,1,0,20 phút,310
Miến trộn lạnh,"miến, cà rốt, ớt, hành tây, xúc xích, thịt, hành khô, hành lá, vừng, nước tương, tương cà chua, dấm táo, gia vị, dầu ",https://cookpad.com/vn/cong-thuc/11773802-mi%E1%BA%BFn-tr%E1%BB%99n-l%E1%BA%A1nh?ref=search&search_term=mi%E1%BA%BFn+khoai+lang,1,0,1,0,15 phút,280
Miến hoàng gia,"miến, thịt, mắm, muối, mỳ chính, hành, tỏi, gừng, rau chíp, bí đỏ, susu, cà rốt, khoai lang, củ cải, đậu bắp, bông cải",https://cookpad.com/vn/cong-thuc/4859065-mi%E1%BA%BFn-hoang-gia?ref=search&search_term=mi%E1%BA%BFn+khoai+lang,1,1,1,1,25 phút,380
Miến trộn hoa đậu biếc,"miến, đậu hũ, cà rốt, hành tây, đậu, nấm mèo, nấm hương khô, nước tương, muối mỳ chính, đường, chanh, ớt, hoa đậu biếc tươi",https://cookpad.com/vn/cong-thuc/7990539-mi%E1%BA%BFn-tr%E1%BB%99n-chay-ki%E1%BB%83u-thai?ref=search&search_term=mi%E1%BA%BFn+tr%E1%BB%99n+hoa+%C4%91%E1%BA%ADu+bi%E1%BA%BFc,1,1,1,0,25 phút,270
Miến lòng gà,"miến, gà, măng, hành tây, hành lá, mùi, thơm, rau sống, chanh, gừng, bột nghệ, mắm, muối, hạt nêm, mỳ chính, tiêu",https://cookpad.com/vn/cong-thuc/15751351-mi%E1%BA%BFn-dong-ga-ta-long-ga-mang-kho-tr%E1%BB%8Dn-v%E1%BB%8B-b%E1%BA%AFc?ref=search&search_term=mi%E1%BA%BFn+dong,1,1,1,0,30 phút,340
Súp miến dong bò rong biển,"miến, bò, nước dùng bò, nấm mỡ, rong biển, củ hành, hành lá, muối, tiêu, đường, bột nêm ",https://cookpad.com/vn/cong-thuc/15276141-mi%E1%BA%BFn-dong-n%E1%BA%A5u-sup-bo-rong-bi%E1%BB%83n?ref=search&search_term=mi%E1%BA%BFn+dong,0,1,1,1,60 phút,320
Miến gạo lứt trộn,"miến, đậu,giò, thịt sường sụn, chân giò, thịt, quẩy, hành lá",https://cookpad.com/vn/cong-thuc/10690153-mi%E1%BA%BFn-g%E1%BA%A1o-l%E1%BB%A9t-tr%E1%BB%99n?ref=search&search_term=mi%E1%BA%BFn+g%E1%BA%A1o,1,0,0,0,30 phút,300
Miến xào gà lợn kiểu Philippin,"Miến, gà, thịt ba rọi, hành tây, cà rốt, đậu Hà Lan, hành lá, tỏi, chanh, nước dùng gà, muối, đường, dầu ăn, dầu hào, nước tương, đường",https://cookpad.com/vn/cong-thuc/16247157-mon-philippin-mi%E1%BA%BFn-xao-ga-lợn-ki%E1%BB%83u-philippin?ref=search&search_term=mi%E1%BA%BFn+g%E1%BA%A1o       ,1,1,1,0,45 phút,350
Salad miến trộn bơ đậu phông,"miến, cà rốt, ớt chuông, hành tây, cần tây, đậu, gừng, tỏi, ớt, đường, mật ong, nước tương, giấm, dầu mè, mè rang, ngò, hành lá",https://cookpad.com/vn/cong-thuc/6256370-salad-mi%E1%BA%BFn-tr%E1%BB%99n-b%C6%A1-d%E1%BA%ADu-ph%E1%BB%99ng?ref=search&search_term=mi%E1%BA%BFn+g%E1%BA%A1o       ,0,0,1,1,20 phút,330
Miến đậu xanh xào ớt chuông,"Miến, ớt, gà, hạt nêm, mắm, muối, đường, tiêu, hành, ngò",https://cookpad.com/vn/cong-thuc/16873480-mi%E1%BA%BFn-d%E1%BA%ADu-xanh-xao-%E1%BB%9Bt-chuong?ref=search&search_term=mi%E1%BA%BFn+%C4%91%E1%BA%ADu+xanh       ,1,1,1,0,30 phút,290
Miến đậu xanh xào sò điệp,"miến, rau Cha om, trứng, nấm mỡ, tỏi, hành tím, ớt, cải thảo ",https://cookpad.com/vn/cong-thuc/15794897-mi%E1%BA%BFn-d%E1%BA%ADu-xanh-xao-so-di%E1%BB%87p-rau-gai?ref=search&search_term=mi%E1%BA%BFn+%C4%91%E1%BA%ADu+xanh       ,1,0,1,0,30 phút,310
Miến đậu xanh xào mực nang,"miến, mực, cải thìa, cà rốt, nấm mèo, nấm mỡ, giá, cần tây, hành tây, tỏi, mắm, dầu hào, đường, tiêu, ớt ",https://cookpad.com/vn/cong-thuc/15996848-mi%E1%BA%BFn-d%E1%BA%ADu-xanh-xao-m%E1%BB%B1c-nang-rau-c%E1%BB%A7?ref=search&search_term=mi%E1%BA%BFn+%C4%91%E1%BA%ADu+xanh       ,1,0,0,0,30 phút,320
Bầu non hấp miến,"miến, bầu, nấm mèo, nấm tuyết, hạt nêm, tiêu, dầu hào, bột năng",https://cookpad.com/vn/cong-thuc/15447601-b%E1%BA%A7u-non-h%E1%BA%A5p-mi%E1%BA%BFn?ref=search&search_term=mi%E1%BA%BFn+%C4%91%E1%BA%ADu+xanh       ,0,0,0,0,30 phút,270
Miến nước trong (chả cá chép),"miến, thịt vai, cá chép, hành tím, bột mì, trứng, hạt nêm, tiêu, bông cải, cà rốt, nấm rơm, dầu hạt cải, muối, gừng, chanh",https://cookpad.com/vn/cong-thuc/11085209-mi%E1%BA%BFn-n%C6%B0%E1%BB%9Bc-trong-ch%E1%BA%A3-ca-chep?ref=search&search_term=mi%E1%BA%BFn+%C4%91%E1%BA%ADu+xanh       ,1,1,1,1,30 phút,330
Cá Basa hấp miến,"miến, cá basa, cà rốt, hành tây, gừng, hành tím, dầu hào, nước tương, hạt nêm, tiêu, ớt, hành ngò",https://cookpad.com/vn/cong-thuc/10512846-ca-basa-h%E1%BA%A5p-mi%E1%BA%BFn-ca-r%E1%BB%91t?ref=search&search_term=mi%E1%BA%BFn+%C4%91%E1%BA%ADu+xanh       ,0,0,1,0,30 phút,310
Gỏi miến thịt bò Thái Lan,"miến, bò, cà chua, dưa leo, cần tay, ớt, tỏi, chanh, mắm, dầu hào, đường thốt nốt, hành tím",https://cookpad.com/vn/cong-thuc/7180448-g%E1%BB%8Fi-mi%E1%BA%BFn-th%E1%BB%8Bt-bo-thai-lan?ref=search&search_term=mi%E1%BA%BFn+%C4%91%E1%BA%ADu+xanh       ,0,0,1,1,30 phút,340
Miến trộn cung đình (Hàn Quốc),"miến,  bò , ớt chuông, hành , cà rốt, nấm đông cô khô, nấm mèo khô, tỏi , tiêu, mè trắng, dầu mè, nước tương, rượu , bột nêm, muối, đường",https://cookpad.com/vn/cong-thuc/4639008-mi%E1%BA%BFn-tr%E1%BB%99n-cung-dinh-han-qu%E1%BB%91c?ref=search&search_term=mi%E1%BA%BFn+%C4%91%E1%BA%ADu+xanh       ,1,1,0,1,30 phút,360
Miến gà hạt sen,"miến,  gà, gan , ngò, hành lá, tỏi, tiêu",https://cookpad.com/vn/cong-thuc/676035-mi%E1%BA%BFn-ga-h%E1%BA%A1t-sen-cho-bu%E1%BB%95i-sang-c%E1%BB%A7a-con?ref=search&search_term=mi%E1%BA%BFn+%C4%91%E1%BA%ADu+xanh       ,1,0,0,0,20 phút,350
Đậu hũ xào miến chay,"miến, đậu, củ cải, cải thảo, cải xanh, tỏi, xì dầu, dầu xào, muối, đường",https://cookpad.com/vn/cong-thuc/274054-d%E1%BA%ADu-hu-xao-mi%E1%BA%BFn-chay?ref=search&search_term=mi%E1%BA%BFn+%C4%91%E1%BA%ADu+xanh       ,0,1,0,0,30 phút,280
Canh miến bông hẹ,"miến, bò, cà chua, bông hẹ, mắm, muối, mỳ chính, hành tím",https://cookpad.com/vn/cong-thuc/6107431-canh-mi%E1%BA%BFn-bong-h%E1%BA%B9-n%E1%BA%A5u-bo-tai?ref=search&search_term=canh+mi%E1%BA%BFn       ,0,1,0,1,20 phút,300
Gà om khoai tây miến cay Hàn Quốc,"miến,  gà, khoai tây, cà rốt, hành tây, hành lá, nước lọc, nước tương,  thốt nốt, đường đen, ớt, dầu mè, muối, gừng , tỏi , tiêu",https://cookpad.com/vn/cong-thuc/15198665-ga-om-khoai-tay-mi%E1%BA%BFn-cay-ki%E1%BB%83u-han-qu%E1%BB%91c?ref=search&search_term=mi%E1%BA%BFn+h%C3%A0n+qu%E1%BB%91c       ,0,1,1,0,40 phút,370
Miến trộn Hàn Quốc,"miến,  bò, trứng, chả cá , cà rốt, cải bó xôi, tương ớt , nước tương, hạt nêm, đường, tiêu, tỏi, mè rang, dầu mè",https://cookpad.com/vn/cong-thuc/7439058-mi%E1%BA%BFn-tr%E1%BB%99n-han-qu%E1%BB%91c?ref=search&search_term=mi%E1%BA%BFn+h%C3%A0n+qu%E1%BB%91c       ,1,0,0,1,30 phút,330
Miến khoai Hàn Quốc xào thịt lợn,"miến, rau bắp cải, giá ,  gà,  lợn, tỏi , gừng, muối, hạt nêm, tiêu",https://cookpad.com/vn/cong-thuc/15732875-mi%E1%BA%BFn-khoai-han-qu%E1%BB%91c-xao-th%E1%BB%8Bt-lợn?ref=search&search_term=mi%E1%BA%BFn+h%C3%A0n+qu%E1%BB%91c       ,1,1,0,1,45 phút,340
Mỳ Somen thịt lợn,"mì, nước hầm xương, cải, chả lụa, trứng ",https://cookpad.com/vn/cong-thuc/24140029-mi-somen-th%E1%BB%8Bt-lợn?ref=search&search_term=m%E1%BB%B3       ,0,0,0,0,20 phút,400
Mỳ trứng trộn cá viên xúc xích,"mì, xúc xích, cá viên, cải, gia vị",https://cookpad.com/vn/cong-thuc/24150194-mi-tr%E1%BB%A9ng-tr%E1%BB%99n-ca-vien-xuc-xich?ref=search&search_term=m%E1%BB%B3       ,0,0,0,0,10 phút,380
Mì nấm chay,"nấm tiểu yến, đậu bi, cà chua, hành tây, hẹ lá, mì tàu, hành poro ",https://cookpad.com/vn/cong-thuc/24003919-mi-n%E1%BA%A5m-chay?ref=search&search_term=m%E1%BB%B3       ,0,0,0,0,30 phút,300
Mì bò trứng kim chi,"mì, đậu, kim chi, bò , trứng ",https://cookpad.com/vn/cong-thuc/22665446-mi-bo-tr%E1%BB%A9ng-kim-chi?ref=search&search_term=m%E1%BB%B3       ,0,0,1,1,20 phút,420
Mì xào thịt rang,"thịt, mì, cải, tỏi, hành tím, tiêu ",https://cookpad.com/vn/cong-thuc/24150829-mi-xao-th%E1%BB%8Bt-rang?ref=search&search_term=m%E1%BB%B3,0,0,0,0,10 phút,450
Mì chũ bò viên,"nước dùng thịt bò, bò, mì , cải , bò , rau ngò gai",https://cookpad.com/vn/cong-thuc/17133951-mi-chu-bo-vien?ref=search&search_term=m%E1%BB%B3       ,0,0,0,1,20 phút,400
Mì tương đen thịt bò Hàn Quốc,"mì, bò, tỏi, hành tây, hành lá",https://cookpad.com/vn/cong-thuc/24128389-m%E1%BB%B3-t%C6%B0%C6%A1ng-den-th%E1%BB%8Bt-bo-chu%E1%BA%A9n-han?ref=search&search_term=m%E1%BB%B3       ,0,0,0,1,20 phút,450
Mì bò Đài Loan,"bò, gân bò, mì, ớt , dầu hào, đường phèn, cải, hạt nêm, quế, hồi, thảo quả, định hương, hạt thì là, hạt ngò, cải chua",https://cookpad.com/vn/cong-thuc/24202059-mi-bo-dai-loan?ref=search&search_term=m%E1%BB%B3       ,0,0,0,1,30 phút,500
Mý ý sốt cà chua style Hàn Quốc,"mì, sốt mỳ spaghetti, bơ lạt, tỏi, hành tây, xúc xích, thịt bacon, nấm mỡ, tôm, súp lơ xanh, cà chua bi, mùi tây, bột phô mai ",https://cookpad.com/vn/cong-thuc/24168730-m%E1%BB%B3-y-s%E1%BB%91t-ca-chua-style-han-qu%E1%BB%91c?ref=search&search_term=m%E1%BB%B3       ,0,0,0,1,30 phút,480
Mì tôm chua cay,"bò, cá, tôm, mì, sốt lẩu Thái, cải thảo, hành lá",https://cookpad.com/vn/cong-thuc/24166840-mi-tom-chua-cay?ref=search&search_term=m%E1%BB%B3       ,0,0,0,1,5 phút,420
Mỳ ý sốt kem trứng Carbonara,"mì, thịt, phomai  , trứng ",https://cookpad.com/vn/cong-thuc/24166239-m%E1%BB%B3-y-s%E1%BB%91t-kem-tr%E1%BB%A9ng-carbonara?ref=search&search_term=m%E1%BB%B3       ,0,0,0,0,30 phút,520
Mì quảng cá lóc,"mì, bánh tráng nướng, đậu phộng, cá lóc, hành tím, củ nén, nghệ, ớt bột, tiêu, mắm, muối, đường, cải, húng, bắo chuối, lá é, diếp cá, mắm muối, tỏi, ớt",https://cookpad.com/vn/cong-thuc/24128554-mi-qu%E1%BA%A3ng-ca-loc-ca-fillet?ref=search&search_term=m%E1%BB%B3       ,0,1,0,1,20 phút,450
Mỳ tôm xào thịt hộp spam,"mì, hộp spam, hành tím",https://cookpad.com/vn/cong-thuc/24113147-m%E1%BB%B3-tom-xao-th%E1%BB%8Bt-h%E1%BB%99p-spam?ref=search&search_term=m%E1%BB%B3       ,0,1,0,1,10 phút,500
Mì nấu mọc thịt,"mì, mọc, cà rốt, ớt chuông, hành tây, gia vị",https://cookpad.com/vn/cong-thuc/17072922-mi-n%E1%BA%A5u-m%E1%BB%8Dc-th%E1%BB%8Bt?ref=search&search_term=m%E1%BB%B3       ,0,0,0,0,15 phút,380
Mì gói chiên trứng,"mì, trứng, tương ớt",https://cookpad.com/vn/cong-thuc/24096145-mi-goi-chien-tr%E1%BB%A9ng?ref=search&search_term=m%E1%BB%B3       ,0,0,0,0,10 phút,370
Mì quảng thập cẩm,"mì, trứng cút, tôm, thịt, hành lá, củ nén, dầu màu điều, tóp mỡ, đậu phộng, bánh đa, cải , giá, húng, gia vị",https://cookpad.com/vn/cong-thuc/22601816-mi-qu%E1%BA%A3ng-th%E1%BA%ADp-c%E1%BA%A9m?ref=search&search_term=m%E1%BB%B3       ,0,0,0,1,30 phút,500
Mì trộn và trứng luộc lòng đào,"trứng, mì, thịt, tôm, cải, hành lá, giấm, nước mắm",https://cookpad.com/vn/cong-thuc/24052538-mi-tr%E1%BB%99n-va-tr%E1%BB%A9ng-lu%E1%BB%99c-long-dao-d%E1%BA%BBo?ref=search&search_term=m%E1%BB%B3       ,0,0,1,0,15 phút,420
Hủ tiếu mì thập cẩm,"hủ tiếu, sườn, phèo, mực, tôm, giá, hành lá, chanh, ớt, đường, muối, bột nêm, tiêu, hành tím, tỏi, cà rố, củ cải ",https://cookpad.com/vn/cong-thuc/24058185-h%E1%BB%A7-ti%E1%BA%BFu-mi-th%E1%BA%ADp-c%E1%BA%A9m?ref=search&search_term=m%E1%BB%B3       ,0,1,1,0,20 phút,550
Mì xào trứng,"mì,, cà rốt, trứng , rau cải ",https://cookpad.com/vn/cong-thuc/24051227-mi-xao-tr%E1%BB%A9ng?ref=search&search_term=m%E1%BB%B3       ,0,0,0,0,15 phút,400
Mỳ ý sốt cua,"mì, ghẹ, sốt cà chua, kem tươi",https://cookpad.com/vn/cong-thuc/24053008-mi-y-s%E1%BB%91t-cua?ref=search&search_term=m%E1%BB%B3       ,1,0,0,0,45 phút,500
Mì Somen sườn sốt mận đen,"mì, mận, hạt nêm, tiêu, sường, dầu , gừng",https://cookpad.com/vn/cong-thuc/24050352-mi-somen-s%C6%B0%E1%BB%9Dn-s%E1%BB%91t-m%E1%BA%ADn-den?ref=search&search_term=m%E1%BB%B3       ,0,0,0,0,45 phút,480
Mì gói trộn bò trứng,"trứng, mì, bò, chả lá, tóp mỡ, nấm kim châm, hành lá, tỏi phi, chanh, gia vị",https://cookpad.com/vn/cong-thuc/24047201-mi-goi-tr%E1%BB%99n-bo-tr%E1%BB%A9ng?ref=search&search_term=m%E1%BB%B3       ,0,0,1,1,15 phút,450
Mì xá xíu Hong Kong,"thịt, bột gia vị xá xíu, mì, cải thìa, trứng, ngò rí, cà chua, xà lách, bò viên, tôm, hành lá, nước tương, dầu hào, hắc xì dầu, đường, sốt cà chua, tỏi, dầu tỏi phi, sa tế, nước dừa",https://cookpad.com/vn/cong-thuc/17284677-mi-xa-xiu-hong-kong?ref=search&search_term=m%E1%BB%B3       ,0,0,1,1,45 phút,520
